ontology annotation,ROBOT,ROBOT is a tool for working with Open Biomedical Ontologies. It can be used as a command-line tool or as a library for any language on the Java Virtual Machine.,http://robot.obolibrary.org/,,,,,
ontology annotation,Stardog,"Deliver faster time to insight with Stardog’s Enterprise Knowledge Graph platform.

Bring context to your data for better decision-making
Perform complex queries across silos
Seamlessly support multiple apps and data models",https://www.stardog.com/,,,,,
ontology annotation,Termite (scibite) Centre,"SciBite addresses these problems with user-friendly, efficient and robust solutions which simplify collaborative ontology management and use the power of machine learning techniques to support the process of curating and enriching both internal and external ontologies.",https://www.scibite.com/,,,,,
ontology annotation,Topbraid Composer,"TopBraid EDG–VM creates a Knowledge Graph of your vocabularies and associated resources. A flexible, web-based system, it supports business stakeholders who need to collaborate on defining, linking and using enterprise vocabularies (such as taxonomies, thesauri and ontologies) required to integrate content sources, comply with regulations, enhance navigation and search.",https://www.topquadrant.com/products/topbraid-edg-vocabulary-management/,,,,,
ontology annotation,Virtuoso,"Virtuoso Universal Server is modern platform built on existing open standards that harnesses the power of Hyperlinks (functioning as Super Keys) for breaking down data silos that impede both user and enterprise ability . For example, Virtuoso's core SQL & SPARQL powers many Enterprise Knowledge Graph initiatives just as it does DBpedia and a majority of nodes in the Linked Open Data Cloud -- the world's largest publicly accessible Knowledge Graph.",https://virtuoso.openlinksw.com/,,,,,
ontology annotation,Zooma,"Zooma is a tool for mapping free text annotations to ontology term based on a curated repository of annotation knowledge.

Where mappings are not found in the curated respository one or more ontologies can be selected from the Ontology Lookup Service to increase coverage. For example if you want to map GWAS annotations select the GWAS datasource and a common disease ontology such as EFO or DOID to maximise coverage when terms have no curated mappings.

Use the text box to find possible ontology mappings for free text terms in the ZOOMA repository of curated annotation knowledge. You can add one term (e.g. 'Homo sapiens') per line. If you also have a type for your term (e.g. 'organism'), put this after the term, separated by a tab.
If you are new to ZOOMA, take a look at our getting started guide.",https://www.ebi.ac.uk/spot/zooma/,,,,,
ontology annotation,beere,"Tool for Biomedical Entity Expansion, Ranking, and Exploration.",http://discovery.informatics.uab.edu/BEERE/,,,,,
ontology annotation,UML enterprise model,"Interfaces to Collibra to use the modelling information for classification in the enterprise cataloge, Generate schema ontologies consistent with the UML enterprise model",https://sparxsystems.com/,Commercial,,,,
"ontology, semantic modelling",Innovator,"With Innovator, you depict all information and architecture views of your company consistently in a single tool. Transparency and impact analysis at the touch of a button allow you to make precise analyses of connections at all times.",https://www.mid.de/en/business-activities/tools/innovator,Commercial,,,,
ontology editor,VocBench,"a web-based, multilingual, collaborative development platform for managing OWL ontologies, SKOS(/XL) thesauri, Ontolex-lemon lexicons and generic RDF datasets.",http://vocbench.uniroma2.it/,,,,,
"Ontology annotation, annotation",Prodigy,"An annotation tool for AI, Machine Learning & NLP",https://prodi.gy,,,,,
entity name recognition,SpaCu,Industrial-strength Natural Language Processing in Python,https://spacy.io/,,,,,
