name	description	type	topic	input	output
prokseq	"ProkSeq for complete analysis of RNA-seq data from prokaryotes.

ProkSeq is an automated RNA-seq data analysis package for Prokaryotic, where users can perform all the necessary steps of RNA-seq data analysis from quality control to pathway enrichment analysis. It has a wide variety of options for differential expression, normalized expression, visualization, and quality control, and publication-quality figures. It is also less time consuming as the user does not need to observe and control the analysis process. The user needs to specify the descriptions of the samples and define the parameter file accordingly. ProkSeq also automatically do the quality filtering of the bad reads and run the analysis on good quality reads.

conda install -c snandids prokseq."	[]	[{'term': 'RNA-Seq', 'uri': 'http://edamontology.org/topic_3170'}, {'term': 'Gene expression', 'uri': 'http://edamontology.org/topic_0203'}, {'term': 'Gene transcripts', 'uri': 'http://edamontology.org/topic_3512'}, {'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}, {'term': 'Workflows', 'uri': 'http://edamontology.org/topic_0769'}]	[]	[]
prap	"Pan Resistome analysis pipeline.

PRAP is a platform independent Python3 tool used to analyze pan-resistome characteristics for multiple genomes. It accepts various format of sequence files as input files. The identification of antibiotic resistance genes is mainly based on the Comprehensive Antibiotic Resistance Database (CARD) and ResFinder database."	[]	[{'term': 'Workflows', 'uri': 'http://edamontology.org/topic_0769'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Genotype and phenotype', 'uri': 'http://edamontology.org/topic_0625'}, {'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}]	[]	[]
aird	"Aird is a new format for mass spectrometry data storage. It is an opensource and computation-oriented format with controllable precision, flexible indexing strategies, and high compression rate for m/z and intensity pairs. Aird provides a novel compressor call ZDPD for m/z data compression,which makes up an amazing compression rate. Compared with Zip, m/z data is about 55% lower in the Aird on average. Aird is a computational friendly algorithm. Through SIMD optimization, the decoding speed of Aird is much higher than that of Zip.
AirdPro is opensource under the MulanPSL2 license."	[]	[{'term': 'Proteomics experiment', 'uri': 'http://edamontology.org/topic_3520'}, {'term': 'Biomarkers', 'uri': 'http://edamontology.org/topic_3360'}, {'term': 'Physics', 'uri': 'http://edamontology.org/topic_3318'}]	[]	[]
pgs catalog	"PGS Catalog is an open database for reproducibility and systematic evaluation.


The Polygenic Score (PGS) Catalog is an open database of published PGS and the relevant metadata needed to apply and evaluate them correctly."	[]	[{'term': 'Genotype and phenotype', 'uri': 'http://edamontology.org/topic_0625'}, {'term': 'GWAS study', 'uri': 'http://edamontology.org/topic_3517'}, {'term': 'Neurology', 'uri': 'http://edamontology.org/topic_3334'}, {'term': 'DNA polymorphism', 'uri': 'http://edamontology.org/topic_2885'}, {'term': 'Cardiology', 'uri': 'http://edamontology.org/topic_3335'}]	[]	[]
genodive	"Easy-to-use software for the analysis of genetic data of diploids and polyploids.

Genodive version 3.0 is a user-friendly program for the analysis of population genetic data."	['Desktop application']	[{'term': 'Population genetics', 'uri': 'http://edamontology.org/topic_3056'}, {'term': 'Genotype and phenotype', 'uri': 'http://edamontology.org/topic_0625'}]	[]	[]
2passtools	Two-pass alignment using machine-learning-filtered splice junctions increases the accuracy of intron detection in long-read RNA sequencing.	['Command-line tool']	[{'term': 'Gene transcripts', 'uri': 'http://edamontology.org/topic_3512'}, {'term': 'RNA splicing', 'uri': 'http://edamontology.org/topic_3320'}, {'term': 'Transcriptomics', 'uri': 'http://edamontology.org/topic_3308'}, {'term': 'RNA-Seq', 'uri': 'http://edamontology.org/topic_3170'}, {'term': 'Model organisms', 'uri': 'http://edamontology.org/topic_0621'}]	[]	[]
trans-nanosim	"NanoSim is a fast and scalable read simulator that captures the technology-specific features of ONT data, and allows for adjustments upon improvement of nanopore sequencing technology.

The second version of NanoSim (v2.0.0) uses minimap2 as default aligner to align long genomic ONT reads to reference genome. It leads to much faster alignment step and reduces the overall runtime of NanoSim. We also utilize HTSeq, a python package, to read SAM alignment files efficiently."	[]	[{'term': 'RNA-Seq', 'uri': 'http://edamontology.org/topic_3170'}, {'term': 'Gene transcripts', 'uri': 'http://edamontology.org/topic_3512'}, {'term': 'Transcriptomics', 'uri': 'http://edamontology.org/topic_3308'}, {'term': 'Model organisms', 'uri': 'http://edamontology.org/topic_0621'}]	[]	[]
phylogenize	"Phylogenize is a web tool that allows users to link microbial genes to environments, accounting for phylogeny.

More specifically, given community composition data, phylogenize links genes in microbial genomes to either microbial prevalence in, or specificity for, a given environment, while also taking into account an important potential confounder: the phylogenetic relationships between microbes."	[]	[{'term': 'Microbial ecology', 'uri': 'http://edamontology.org/topic_3697'}, {'term': 'Phylogeny', 'uri': 'http://edamontology.org/topic_0084'}, {'term': 'Genotype and phenotype', 'uri': 'http://edamontology.org/topic_0625'}, {'term': 'Metagenomics', 'uri': 'http://edamontology.org/topic_3174'}, {'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}]	[]	[]
pandoc scholar	"Agilely creating multiple document formats for academic manuscripts with Pandoc Scholar.

Create beautiful and semantically meaningful articles with pandoc.

science pandoc publishing scientific-writing pandoc-scholar.

Plain pandoc is already excellent at document conversion, but it lacks in metadata handling. Pandoc scholar offers simple ways to include metadata on authors, affiliations, contact details, and citations. The data is included into the final output as document headers. Additionally all entries can be exported as JSON-LD, a standardized format for the semantic web.

Pandoc a universal document converter.

Create beautiful, semantically enriched articles with pandoc.

If you need to convert files from one markup format into another, pandoc is your swiss-army knife.

(← = conversion from; → = conversion to; ↔︎ = conversion from and to)."	['Command-line tool']	[{'term': 'Literature and language', 'uri': 'http://edamontology.org/topic_3068'}, {'term': 'Biochemistry', 'uri': 'http://edamontology.org/topic_3292'}, {'term': 'Mathematics', 'uri': 'http://edamontology.org/topic_3315'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}]	[]	[]
jmztab-m	Reference implementation for mzTab 2.0 for metabolomics	['Command-line tool', 'Library']	[{'term': 'Ontology and terminology', 'uri': 'http://edamontology.org/topic_0089'}, {'term': 'Metabolomics', 'uri': 'http://edamontology.org/topic_3172'}, {'term': 'Data submission, annotation and curation', 'uri': 'http://edamontology.org/topic_0219'}]	[{'data': {'term': 'ontology mapping', 'uri': 'http://edamontology.org/data_3509'}, 'format': {'term': 'xml', 'uri': 'http://edamontology.org/format_2332'}}]	[{'data': {'term': 'ontology mapping', 'uri': 'http://edamontology.org/data_3509'}, 'format': {'term': 'xml', 'uri': 'http://edamontology.org/format_2332'}}]
vhcub	"Virus-host codon usage co-adaptation analysis.

Analyze the co-adaptation of codon usage between a virus and its host, calculate various codon usage bias measurements as: effective number of codons (ENc) Novembre (2002) <doi:10.1093 oxfordjournals.molbev.a004201>, codon adaptation index (CAI) Sharp and Li (1987) <doi:10.1093 nar 15.3.1281>, relative codon deoptimization index (RCDI) Puigbò et al (2010) <doi:10.1186 1756-0500-3-87>, similarity index (SiD) Zhou et al (2013) <doi:10.1371 journal.pone. 0077239>, synonymous codon usage orderliness (SCUO) Wan et al (2004) <doi:10.1186 1471-2148-4-19> and, relative synonymous codon usage (RSCU) Sharp et al (1986) <doi:10.1093 nar 14.13.5125>.

vhcub is an R package to analyze the co-adaptation of codon usage between a virus and its host.

Furthermore, vhcub uses ggplot to visualize two important plots named ENc-GC3 plot and PR2plot, which help to explain what are the factors influence a virus's evolution concerning its CUB"	[]	[{'term': 'Gene expression', 'uri': 'http://edamontology.org/topic_0203'}, {'term': 'Statistics and probability', 'uri': 'http://edamontology.org/topic_2269'}, {'term': 'DNA', 'uri': 'http://edamontology.org/topic_0654'}]	[]	[]
evr	EVR is a chromosome 3D structure reconstruction tool using an Error-Vector Resultant algorithm based on DNA interaction data. With normalized or unnormalized IF matrix as input, the program generate a chromosome 3D structure output in a .pdb file. Using Cython and OpenCL, the program can run on CPUs/GPUS/APUs and thus usually faster than similar tools.	['Command-line tool']	[{'term': 'DNA', 'uri': 'http://edamontology.org/topic_0654'}, {'term': 'Model organisms', 'uri': 'http://edamontology.org/topic_0621'}, {'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Agricultural science', 'uri': 'http://edamontology.org/topic_3810'}]	[]	[]
luxr	"Global H-NS counter-silencing by LuxR activates quorum sensing gene expression.

FileUtil.pm - perl helper module for loading files reformatFasta.pl - perl script the cleans and reformats multi-fasta files findOverlaps.pl - perl script to identify sets of overlapping peaks for Venn diagram getPeakAnno.pl - perl script to add annotation information to Macs2 peaks getGenePeakAnno2.pl - perl script to add peaks to gene information findClosest2.pl - perl script to produce table relating luxR peaks to H-NS double peaks."	['Command-line tool']	[{'term': 'Transcription factors and regulatory sites', 'uri': 'http://edamontology.org/topic_0749'}, {'term': 'RNA-Seq', 'uri': 'http://edamontology.org/topic_3170'}, {'term': 'ChIP-seq', 'uri': 'http://edamontology.org/topic_3169'}, {'term': 'PCR experiment', 'uri': 'http://edamontology.org/topic_3519'}, {'term': 'ChIP-on-chip', 'uri': 'http://edamontology.org/topic_3179'}]	[]	[]
sepath	"benchmarking the search for pathogens in human tissue whole genome sequence data leads to template pipelines.

SEPATH template pipelines optimised for UEA high performance computing cluster.

SEPATH - Searching for Pathogens Computational Pipeline.

A repository containing scripts and results required for the SEPATH manuscript.

SEPATH is a software designed to obtain accurate taxonomic classifications from within host tissue sequences. It is implemented in python 3 and relies on the Snakemake workflow management system. SEPATH was produced specifically to provide researchers with the ability to conduct ultra high throughput metagenomic studies from raw data to classification and has been benchmarked on simulated human cancer whole genome sequence datasets"	[]	[{'term': 'Metagenomics', 'uri': 'http://edamontology.org/topic_3174'}, {'term': 'Oncology', 'uri': 'http://edamontology.org/topic_2640'}, {'term': 'Taxonomy', 'uri': 'http://edamontology.org/topic_0637'}, {'term': 'Workflows', 'uri': 'http://edamontology.org/topic_0769'}, {'term': 'Computer science', 'uri': 'http://edamontology.org/topic_3316'}]	[]	[]
crumbler	"A tool for the prediction of ancestry in cattle | Added an avenue for data that plink does not have a ""species ID"" for. In this case users, will specify ""NA"" as the plink_species_ID in their input file. It is now required to specify chromosome number for the data in the input | CRUMBLER has now been successfully ran in Pigs, following these updates"	['Command-line tool']	[{'term': 'Agricultural science', 'uri': 'http://edamontology.org/topic_3810'}, {'term': 'Genotype and phenotype', 'uri': 'http://edamontology.org/topic_0625'}, {'term': 'DNA polymorphism', 'uri': 'http://edamontology.org/topic_2885'}]	[]	[]
codon usage similarity index (cousin)	"A Normalized Measure of Codon Usage Preferences.

COUSIN is a bioinformatic tool which aims to calculate the Codon Usage Preferences (CUPrefs) of sequences using a novel index named COUSIN. In addition, numerous functions are proposed to enhance your CUPrefs analysis experience !"	['Desktop application']	[{'term': 'Gene expression', 'uri': 'http://edamontology.org/topic_0203'}, {'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Bioinformatics', 'uri': 'http://edamontology.org/topic_0091'}, {'term': 'Gene transcripts', 'uri': 'http://edamontology.org/topic_3512'}, {'term': 'Plant biology', 'uri': 'http://edamontology.org/topic_0780'}]	[]	[]
chemfp	"Fast cheminformatics fingerprint search, at your fingertips.

Chemfp is a set of command-line tools and a Python library for fingerprint generation and high-performance similarity search.

There are two ways to try out chemfp. From the download page page you can request an evaluation copy of the most recent version of chemfp, or you can download an earlier version for no cost under the MIT license"	[]	[{'term': 'Cheminformatics', 'uri': 'http://edamontology.org/topic_2258'}, {'term': 'Chemistry', 'uri': 'http://edamontology.org/topic_3314'}, {'term': 'Transcription factors and regulatory sites', 'uri': 'http://edamontology.org/topic_0749'}, {'term': 'Literature and language', 'uri': 'http://edamontology.org/topic_3068'}]	[]	[]
hdcytodata	Collection of high-dimensional cytometry benchmark datasets in Bioconductor object formats | Data package containing high-dimensional cytometry data sets in SummarizedExperiment and flowSet formats | R code to reproduce example in Figure 1 in our HDCytoData paper | The HDCytoData package is an extensible resource containing a set of publicly available high-dimensional flow cytometry and mass cytometry (CyTOF) benchmark datasets, which have been formatted into SummarizedExperiment and flowSet Bioconductor object formats. The data objects are hosted on Bioconductor's ExperimentHub platform	['Library']	[]	[]	[]
ppp	"A Software Platform for Facilitating Population Genomic Analyses.

Installation — PPP 0.1.1 documentation.

Free document hosting provided by Read the Docs"	[]	[{'term': 'Population genomics', 'uri': 'http://edamontology.org/topic_3796'}, {'term': 'Workflows', 'uri': 'http://edamontology.org/topic_0769'}, {'term': 'Mapping', 'uri': 'http://edamontology.org/topic_0102'}]	[]	[]
powershell	Using the Object-Oriented PowerShell for Simple Proteomics Data Analysis | Scripting languages such as Python and Bash are appreciated for solving simple, everyday tasks in bioinformatics	[]	[{'term': 'Proteomics', 'uri': 'http://edamontology.org/topic_0121'}, {'term': 'Proteomics experiment', 'uri': 'http://edamontology.org/topic_3520'}, {'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}]	[]	[]
gpress	"A framework for querying General Feature Format (GFF) files and feature expression files in a compressed form”.

This is the GPress, a framework for querying GTF, GFF3 and expression files in a compressed form.

Here, we will use the test files to provide an example of how to use GPress. We will use GTF file for illustration since the GFF3 file is nearly the same except slight format variations. We will store the compressed GTF file and compressed expression file in a new folder gtf1"	['Command-line tool']	[{'term': 'Gene transcripts', 'uri': 'http://edamontology.org/topic_3512'}, {'term': 'Transcription factors and regulatory sites', 'uri': 'http://edamontology.org/topic_0749'}, {'term': 'RNA-Seq', 'uri': 'http://edamontology.org/topic_3170'}, {'term': 'Exome sequencing', 'uri': 'http://edamontology.org/topic_3676'}, {'term': 'Plant biology', 'uri': 'http://edamontology.org/topic_0780'}]	[]	[]
genomehubs	"Simple containerised setup of a custom Ensembl database and web server for any species.

Forked from molluscdb/molluscdb-plugin.

Example configurations to set up custom Ensembl sites using GenomeHubs.

GenomeHubs example configuration and demo script.

Generic Ensembl plugin for genomehubs sites.

GenomeHubs is designed to make it easy to set up and host a core set of bioinformatics tools to help research communities share and access genomic datasets for non-model organisms.

Sets up a GenomeHubs site hosting a mirror of the core database for the Glanville fritillary, Melitaea cinxia and imports the genome of the winter moth, Operophtera brumata, into a GenomeHubs site from FASTA and GFF."	['Database portal']	[{'term': 'Database management', 'uri': 'http://edamontology.org/topic_3489'}, {'term': 'Workflows', 'uri': 'http://edamontology.org/topic_0769'}, {'term': 'Sequence assembly', 'uri': 'http://edamontology.org/topic_0196'}, {'term': 'Plant biology', 'uri': 'http://edamontology.org/topic_0780'}, {'term': 'Model organisms', 'uri': 'http://edamontology.org/topic_0621'}]	[]	[]
aops-svm	"A Sequence-Based Classifier of Antioxidant Proteins Using a Support Vector Machine.

AOPs-SVM: Sequence-based Classifier of Antioxidant Proteins Using a Support Vector Machine.

Input your sequence:(FASTA format)"	[]	[{'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Proteins', 'uri': 'http://edamontology.org/topic_0078'}, {'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}]	[]	[]
antholigo	"Automating the design of oligonucleotides for capture/enrichment technologies.

AnthOligo is a web-based application developed to automatically generate oligo sequences to be used for the targeting and capturing the continuum of large and complex genomic regions. It automates the complex process of checking multiple applications so that the oligos selected successfully pass certain specific parameter criteria and then get shortlisted as a possible use case for RSE (region specific extraction) processes"	[]	[{'term': 'Probes and primers', 'uri': 'http://edamontology.org/topic_0632'}, {'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Sequence assembly', 'uri': 'http://edamontology.org/topic_0196'}]	[]	[]
tfanalysis	Predicting transcription factor binding using ensemble random forest models | processing and analysis of transcription factor binding sites	[]	[{'term': 'Transcription factors and regulatory sites', 'uri': 'http://edamontology.org/topic_0749'}, {'term': 'ChIP-seq', 'uri': 'http://edamontology.org/topic_3169'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}]	[]	[]
msconvert	msConvert is a command-line utility for converting between various mass spectrometry data formats, including from raw data from several commercial companies (with vendor libraries, Windows-only). For Windows users, there is also a GUI, msConvertGUI.	['Command-line tool', 'Desktop application']	[{'term': 'Proteomics', 'uri': 'http://edamontology.org/topic_0121'}, {'term': 'Proteomics experiment', 'uri': 'http://edamontology.org/topic_3520'}]	[{'data': {'term': 'mass spectrum', 'uri': 'http://edamontology.org/data_0943'}, 'format': {'term': 'mzidentml', 'uri': 'http://edamontology.org/format_3247'}}]	[{'data': {'term': 'mass spectrum', 'uri': 'http://edamontology.org/data_0943'}, 'format': {'term': 'mzidentml', 'uri': 'http://edamontology.org/format_3247'}}]
fconverter	File format converter for FImpute	['Command-line tool']	[{'term': 'Population genomics', 'uri': 'http://edamontology.org/topic_3796'}]	[{'data': {'term': 'annotation track', 'uri': 'http://edamontology.org/data_3002'}, 'format': {'term': 'vcf', 'uri': 'http://edamontology.org/format_3016'}}]	[{'data': {'term': 'annotation track', 'uri': 'http://edamontology.org/data_3002'}, 'format': {'term': 'vcf', 'uri': 'http://edamontology.org/format_3016'}}]
sam_to_bam	Converts SAM format to BAM format.	['Web application']	[{'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
seq-annot	Tools to facilitate annotation and comparison of genomes and metagenomes	['Command-line tool']	[{'term': 'Metagenomics', 'uri': 'http://edamontology.org/topic_3174'}]	[{'data': {'term': 'dna sequence', 'uri': 'http://edamontology.org/data_3494'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'dna sequence', 'uri': 'http://edamontology.org/data_3494'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
ciona robusta anatomy and development ontology	The first ontology describing the anatomy and the development of Ciona robusta, based on the Hotta developmental table.	['Ontology']	[{'term': 'Developmental biology', 'uri': 'http://edamontology.org/topic_3064'}]	[{'data': {'term': 'bibliography', 'uri': 'http://edamontology.org/data_3505'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'bibliography', 'uri': 'http://edamontology.org/data_3505'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
peff	PSI Extended Fasta Format (PEFF) is a proposed unified format for protein and nucleotide sequence databases to be used by sequence search engines and other associated tools.	['Command-line tool']	[{'term': 'Proteomics', 'uri': 'http://edamontology.org/topic_0121'}, {'term': 'Proteomics experiment', 'uri': 'http://edamontology.org/topic_3520'}, {'term': 'Protein modifications', 'uri': 'http://edamontology.org/topic_0601'}]	[]	[]
sigprofilermatrixgenerator	Tool for visualizing and exploring patterns of small mutational events.	['Library']	[{'term': 'Genetic variation', 'uri': 'http://edamontology.org/topic_0199'}, {'term': 'Exome sequencing', 'uri': 'http://edamontology.org/topic_3676'}, {'term': 'Literature and language', 'uri': 'http://edamontology.org/topic_3068'}]	[]	[]
pergola-web	Web server for the visualization and analysis of longitudinal behavioral data using repurposed genomics tools and standards.	['Web application', 'Web service']	[{'term': 'Genotype and phenotype', 'uri': 'http://edamontology.org/topic_0625'}]	[]	[]
mdpbiome	"MDPbiome is a software developed in R that uses Markov Decision Processes to create ""policy prescriptions"" for microbiome engineering. MDPbiome performs a variety of analysis describing the robustness of the prescription, as well as a variety of visualizations to assist in manual interpretation of the state transitions and biological understanding of a microbiome's dynamics."	['Library']	[{'term': 'Microbiology', 'uri': 'http://edamontology.org/topic_3301'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Data visualisation', 'uri': 'http://edamontology.org/topic_0092'}, {'term': 'Statistics and probability', 'uri': 'http://edamontology.org/topic_2269'}, {'term': 'Bioinformatics', 'uri': 'http://edamontology.org/topic_0091'}]	[{'data': {'term': 'count matrix', 'uri': 'http://edamontology.org/data_3917'}, 'format': {'term': 'biom format', 'uri': 'http://edamontology.org/format_3746'}}]	[{'data': {'term': 'count matrix', 'uri': 'http://edamontology.org/data_3917'}, 'format': {'term': 'biom format', 'uri': 'http://edamontology.org/format_3746'}}]
marmoset	Extracting Publication-ready Mass Spectrometry Metadata from RAW Files.	['Command-line tool']	[{'term': 'Proteomics experiment', 'uri': 'http://edamontology.org/topic_3520'}, {'term': 'Bioinformatics', 'uri': 'http://edamontology.org/topic_0091'}, {'term': 'Pathology', 'uri': 'http://edamontology.org/topic_0634'}]	[]	[]
multiphate	Bioinformatics pipeline for functional annotation of phage isolates.	['Command-line tool', 'Script']	[{'term': 'Workflows', 'uri': 'http://edamontology.org/topic_0769'}, {'term': 'Protein interaction experiment', 'uri': 'http://edamontology.org/topic_3557'}, {'term': 'Sequence sites, features and motifs', 'uri': 'http://edamontology.org/topic_0160'}]	[]	[]
lion-web	Web-based ontology enrichment tool for lipidomic data analysis.	['Web application']	[{'term': 'Lipids', 'uri': 'http://edamontology.org/topic_0153'}, {'term': 'Biophysics', 'uri': 'http://edamontology.org/topic_3306'}, {'term': 'Ontology and terminology', 'uri': 'http://edamontology.org/topic_0089'}]	[]	[]
cga tools	Tools for viewing, manipulating and converting data from Complete Genomics.	['Suite']	[{'term': 'Genomics', 'uri': 'http://edamontology.org/topic_0622'}, {'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}, {'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}]	[]	[]
disqover	DISQOVER is a data integration platform for public, licensed and internal data. The Data Ingestion Engine enables transforming data into Linked Data which can be searched, navigated and analysed via the user interface and the API. The publicly accessible DISQOVER platform contains 140+ public data sources in life sciences and related domains.	['Web API', 'Web application', 'Database portal']	[{'term': 'Biology', 'uri': 'http://edamontology.org/topic_3070'}, {'term': 'Biomedical science', 'uri': 'http://edamontology.org/topic_3344'}, {'term': 'Chemistry', 'uri': 'http://edamontology.org/topic_3314'}, {'term': 'Medicine', 'uri': 'http://edamontology.org/topic_3303'}, {'term': 'Omics', 'uri': 'http://edamontology.org/topic_3391'}]	[]	[]
