name	description	type	topic	input	output
cov2html	Visualization and Analysis Tool of Bacterial Next Generation Sequencing (NGS) Data for Postgenomics Life Scientists.	['Web application']	[{'term': 'Microbiology', 'uri': 'http://edamontology.org/topic_3301'}, {'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Genomics', 'uri': 'http://edamontology.org/topic_0622'}, {'term': 'Data visualisation', 'uri': 'http://edamontology.org/topic_0092'}, {'term': 'RNA-seq', 'uri': 'http://edamontology.org/topic_3170'}, {'term': 'Mapping', 'uri': 'http://edamontology.org/topic_0102'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
tomahaqcompanion	Desktop application that enables rapid creation of TOMAHAQ methods and analysis of TOMAHAQ data.	['Desktop application']	[{'term': 'Proteomics', 'uri': 'http://edamontology.org/topic_0121'}]	[{'data': {'term': 'mass spectrometry spectra', 'uri': 'http://edamontology.org/data_0943'}, 'format': {'term': 'thermo raw', 'uri': 'http://edamontology.org/format_3712'}}]	[{'data': {'term': 'mass spectrometry spectra', 'uri': 'http://edamontology.org/data_0943'}, 'format': {'term': 'thermo raw', 'uri': 'http://edamontology.org/format_3712'}}]
express	Streaming tool for quantifying the abundances of a set of target sequences from sampled subsequences. Example applications include transcript-level RNA-Seq quantification, allele-specific/haplotype expression analysis (from RNA-Seq), transcription factor binding quantification in ChIP-Seq, and analysis of metagenomic data. It can be used to resolve ambiguous mappings in other high-throughput sequencing based applications.	['Command-line tool']	[{'term': 'Gene expression', 'uri': 'http://edamontology.org/topic_0203'}, {'term': 'Metagenomics', 'uri': 'http://edamontology.org/topic_3174'}, {'term': 'RNA-seq', 'uri': 'http://edamontology.org/topic_3170'}, {'term': 'ChIP-seq', 'uri': 'http://edamontology.org/topic_3169'}]	[{'data': {'term': 'sequence alignment (nucleic acid)', 'uri': 'http://edamontology.org/data_1383'}, 'format': {'term': 'sam', 'uri': 'http://edamontology.org/format_2573'}}]	[{'data': {'term': 'sequence alignment (nucleic acid)', 'uri': 'http://edamontology.org/data_1383'}, 'format': {'term': 'sam', 'uri': 'http://edamontology.org/format_2573'}}]
wikipathways	WikiPathways is a database of biological pathways maintained by and for the scientific community.	['Web API', 'Web application', 'Database portal', 'Web service']	[{'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}, {'term': 'Rare diseases', 'uri': 'http://edamontology.org/topic_3325'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]
mbwa_wrapper	Fast light-weighted tool that aligns relatively short sequences (queries) to a sequence database (large), such as the human reference genome.	['Web application']	[{'term': 'Genomics', 'uri': 'http://edamontology.org/topic_0622'}, {'term': 'Human biology', 'uri': 'http://edamontology.org/topic_2815'}, {'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'fastq-illumina', 'uri': 'http://edamontology.org/format_1931'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'fastq-illumina', 'uri': 'http://edamontology.org/format_1931'}}]
pindel	A pattern growth approach to detect break points of large deletions and medium sized insertions from paired end short reads.	['Command-line tool']	[{'term': 'DNA structural variation', 'uri': 'http://edamontology.org/topic_3175'}, {'term': 'Rare diseases', 'uri': 'http://edamontology.org/topic_3325'}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
seqtypedetect	Detect sequence datatype on fasta file.	['Web application']	[{'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
spades	St. Petersburg genome assembler – is intended for both standard isolates and single-cell MDA bacteria assemblies. SPAdes 3.9 works with Illumina or IonTorrent reads and is capable of providing hybrid assemblies using PacBio, Oxford Nanopore and Sanger reads. Additional contigs can be provided and can be used as long reads.	['Command-line tool']	[{'term': 'Sequence assembly', 'uri': 'http://edamontology.org/topic_0196'}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
selectbesthit	Select the best hit for each query sequence in a Blast tabular file.	['Web application']	[{'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]
converter_genbank_to_fasta	Automatically convert a GenBank-format file into FASTA format.	['Web application']	[{'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
converttranscriptfile_fastqtofasta	Convert Fastq File to Fasta File.	['Web application']	[{'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'fastq', 'uri': 'http://edamontology.org/format_1930'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'fastq', 'uri': 'http://edamontology.org/format_1930'}}]
gblocks_oneclick	Cleaning aligned sequences.	['Web application']	[{'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
noisy_oneclick	Cleaning aligned sequences.	['Web application']	[{'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
bacdiver: a programmatic interface for bacdive	The DSMZ's Bacterial Diversity Metadatabase (BacDive) focuses on providing organism-linked information covering the multifarious aspects of bacterial biodiversity: taxonomic classification, morphology, physiology, cultivation, origin natural habitat and more, both for bacterial and archaeal strains. BacDiveR helps you investigate this data offline, and semi-automatically in R.	['Script', 'Command-line tool', 'Library', 'Plug-in', 'Web service']	[{'term': 'Microbiology', 'uri': 'http://edamontology.org/topic_3301'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]
bacdiver: a programmatic interface for bacdive	The DSMZ's Bacterial Diversity Metadatabase (BacDive) focuses on providing organism-linked information covering the multifarious aspects of bacterial biodiversity: taxonomic classification, morphology, physiology, cultivation, origin natural habitat and more, both for bacterial and archaeal strains. BacDiveR helps you investigate this data offline, and semi-automatically in R.	['Script', 'Command-line tool', 'Library', 'Plug-in', 'Web service']	[{'term': 'Microbiology', 'uri': 'http://edamontology.org/topic_3301'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]
circos	Circos is tool for visualizing data in a circular format. It was developed for genomic data but can work for many other kinds of data as well.	['Command-line tool']	[{'term': 'Comparative genomics', 'uri': 'http://edamontology.org/topic_0797'}, {'term': 'Data visualisation', 'uri': 'http://edamontology.org/topic_0092'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]
tophat2	Gapped-read mapper for RNA-seq data.	['Web application']	[{'term': 'RNA-seq', 'uri': 'http://edamontology.org/topic_3170'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]
fasta_to_phylip	File conversion.	['Web application']	[{'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
samtools_idxstats	Run the samtools idxstats command in the SAMtools toolkit.	['Web application']	[{'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Mapping', 'uri': 'http://edamontology.org/topic_0102'}]	[{'data': {'term': 'sequence trace', 'uri': 'http://edamontology.org/data_0924'}, 'format': {'term': 'bam', 'uri': 'http://edamontology.org/format_2572'}}]	[{'data': {'term': 'sequence trace', 'uri': 'http://edamontology.org/data_0924'}, 'format': {'term': 'bam', 'uri': 'http://edamontology.org/format_2572'}}]
gblocks	Cleaning aligned sequences.	['Web application']	[{'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
macs	Model-based Analysis of ChIP-seq data.	['Command-line tool']	[{'term': 'ChIP-seq', 'uri': 'http://edamontology.org/topic_3169'}, {'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}, {'term': 'Transcription factors and regulatory sites', 'uri': 'http://edamontology.org/topic_0749'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]
deseq	Estimate variance-mean dependence in count data from high-throughput sequencing assays and test for differential expression based on a model using the negative binomial distribution.	['Command-line tool', 'Library']	[{'term': 'Gene expression', 'uri': 'http://edamontology.org/topic_0203'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
selecthitscore	Blast-hits filter for each line in a Blast file.	['Web application']	[{'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]
bionode-fasta	Streamable FASTA parser.	['Command-line tool', 'Library']	[{'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
cshl_fastx_collapser	This tool collapses identical sequences in a FASTA file into a single sequence.	['Web application']	[{'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
bip	Brassica Information Portal.	['Database portal']	[{'term': 'Phenomics', 'uri': 'http://edamontology.org/topic_3298'}, {'term': 'Genotype and phenotype', 'uri': 'http://edamontology.org/topic_0625'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'plain text format (unformatted)', 'uri': 'http://edamontology.org/format_1964'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'plain text format (unformatted)', 'uri': 'http://edamontology.org/format_1964'}}]
nwdisplay	Display a phylogenetic tree as SVG.	['Web application']	[{'term': 'Phylogenetics', 'uri': 'http://edamontology.org/topic_3293'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'newick', 'uri': 'http://edamontology.org/format_1910'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'newick', 'uri': 'http://edamontology.org/format_1910'}}]
snpeff	Variant annotation and effect prediction tool. It annotates and predicts the effects of variants on genes and proteins (such as amino acid changes).	['Desktop application']	[{'term': 'DNA polymorphism', 'uri': 'http://edamontology.org/topic_2885'}, {'term': 'Genetic variation', 'uri': 'http://edamontology.org/topic_0199'}, {'term': 'Nucleic acid sites, features and motifs', 'uri': 'http://edamontology.org/topic_3511'}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
taxoptimizer	Retrieves taxonomy using tabulated BLAST results.	['Web application']	[{'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}, {'term': 'Taxonomy', 'uri': 'http://edamontology.org/topic_0637'}, {'term': 'Evolutionary biology', 'uri': 'http://edamontology.org/topic_3299'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]
lca	Find the lowest common ancestor from a BLAST tabular file.	['Web application']	[{'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}, {'term': 'Phylogeny', 'uri': 'http://edamontology.org/topic_0084'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]
samtools_flagstat	Simple statistics calculation on BAM files.	['Web application']	[{'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}]	[{'data': {'term': 'sequence trace', 'uri': 'http://edamontology.org/data_0924'}, 'format': {'term': 'bam', 'uri': 'http://edamontology.org/format_2572'}}]	[{'data': {'term': 'sequence trace', 'uri': 'http://edamontology.org/data_0924'}, 'format': {'term': 'bam', 'uri': 'http://edamontology.org/format_2572'}}]
cuffdiff	Find significant changes in transcript expression, splicing, and promoter use.	['Web application']	[{'term': 'Transcriptomics', 'uri': 'http://edamontology.org/topic_3308'}, {'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'gtf', 'uri': 'http://edamontology.org/format_2306'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'gtf', 'uri': 'http://edamontology.org/format_2306'}}]
bowtie	Bowtie is an ultrafast, memory-efficient short read aligner.	['Command-line tool']	[{'term': 'Mapping', 'uri': 'http://edamontology.org/topic_0102'}, {'term': 'Genomics', 'uri': 'http://edamontology.org/topic_0622'}, {'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Sequence assembly', 'uri': 'http://edamontology.org/topic_0196'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'fastq-illumina', 'uri': 'http://edamontology.org/format_1931'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'fastq-illumina', 'uri': 'http://edamontology.org/format_1931'}}]
fraggenescan	Application for finding (fragmented) genes in short reads	['Command-line tool']	[{'term': 'Genetics', 'uri': 'http://edamontology.org/topic_3053'}, {'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
gsnap	GSNAP can align both single-end and paired-end reads as short as 14 nt and of arbitrarily long length. It can detect short- and long-distance splicing, including interchromosomal splicing, in individual reads using probabilistic models or a database of known splice sites. Our program also permits SNP-tolerant alignment to a reference space of all possible combinations of major and minor alleles, and can align reads from bisulfite treated DNA for the study of methylation state.	['Command-line tool']	[{'term': 'Epigenetics', 'uri': 'http://edamontology.org/topic_3295'}, {'term': 'RNA-seq', 'uri': 'http://edamontology.org/topic_3170'}, {'term': 'Genomics', 'uri': 'http://edamontology.org/topic_0622'}, {'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
trimmomatic	A flexible read trimming tool for Illumina NGS data	['Command-line tool']	[{'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}, {'term': 'Data quality management', 'uri': 'http://edamontology.org/topic_3572'}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]	[{'data': {'term': 'sequence alignment', 'uri': 'http://edamontology.org/data_0863'}, 'format': {'term': 'fasta', 'uri': 'http://edamontology.org/format_1929'}}]
blast_best_score	Returns the list best hits from a list of BLAST results.	['Web application']	[{'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}, {'term': 'Nucleic acids', 'uri': 'http://edamontology.org/topic_0077'}, {'term': 'Proteins', 'uri': 'http://edamontology.org/topic_0078'}]	[{'data': {'term': 'sequence search results', 'uri': 'http://edamontology.org/data_0857'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]	[{'data': {'term': 'sequence search results', 'uri': 'http://edamontology.org/data_0857'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]
rankoptimizer	Report taxonomic abundance, based on BLAST hits.	['Web application']	[{'term': 'Taxonomy', 'uri': 'http://edamontology.org/topic_0637'}, {'term': 'Evolutionary biology', 'uri': 'http://edamontology.org/topic_3299'}, {'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]	[{'data': {'term': 'data', 'uri': 'http://edamontology.org/data_0006'}, 'format': {'term': 'tsv', 'uri': 'http://edamontology.org/format_3475'}}]
