name	description	type	topic	input	output
copo	COPO is a portal for plant scientists to describe, store and retrieve data more easily, using community standards and public repositories that enable the open sharing of results.	['Database portal']	[{'term': 'Plant biology', 'uri': 'http://edamontology.org/topic_0780'}, {'term': 'Agricultural science', 'uri': 'http://edamontology.org/topic_3810'}, {'term': 'Metagenomics', 'uri': 'http://edamontology.org/topic_3174'}]	[]	[]
phagexpress	PhageXress us a Retooling phage display with electrohydrodynamic nanomixing and nanopore sequencing.	[]	[{'term': 'Protein interaction experiment', 'uri': 'http://edamontology.org/topic_3957'}, {'term': 'Immunoproteins and antigens', 'uri': 'http://edamontology.org/topic_2830'}, {'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Mapping', 'uri': 'http://edamontology.org/topic_0102'}, {'term': 'Molecular biology', 'uri': 'http://edamontology.org/topic_3047'}]	[]	[]
pamogk	"A Pathway Graph Kernel based Multi-Omics Clustering Approach for Discovering Cancer Patient Subgroups.

Install dependencies: if using virtual env omit --user parts.

pip install -r requirements.txt --user.

For mosek set environment variable MOSEKLM_LICENSE_FILE to your license file install mosek package with"	['Library']	[{'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}, {'term': 'Oncology', 'uri': 'http://edamontology.org/topic_2640'}, {'term': 'Molecular biology', 'uri': 'http://edamontology.org/topic_3047'}]	[]	[]
page-net	"Interpretable and Integrative Deep Learning for Survival Analysis Using Histopathological Images and Genomic Data.

A biologically interpretable integrative deep learning model that integrates PAthological images and GEnomic data.

PAGE_net_pretrain : code for pretraining and saving the pretrained model.

Integration of aggregated pathological images and genomic data"	['Command-line tool']	[{'term': 'Pathology', 'uri': 'http://edamontology.org/topic_0634'}, {'term': 'Imaging', 'uri': 'http://edamontology.org/topic_3382'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Oncology', 'uri': 'http://edamontology.org/topic_2640'}]	[]	[]
orbit	An open-source whole slide image analysis tool | Orbit has many build-in image analysis algorithms. Tissue quantification using machine learning techniques, object / cell segmentation, and object classification are the basic ones. Region of interest (ROI) can be defined by manual annotations or via a trainable exclusion map. Everything can be combined | Sophisticated Image Analysis Algorithms	['Web application']	[{'term': 'Imaging', 'uri': 'http://edamontology.org/topic_3382'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Microarray experiment', 'uri': 'http://edamontology.org/topic_3518'}]	[]	[]
workflow characterizing nanoparticle monolayers biosensors	"A workflow for characterizing nanoparticle monolayers for biosensors.

A persistent challenge in materials science is the characterization of a large ensemble of heterogeneous nanostructures in a set of images. This often leads to practices such as manual particle counting, and sampling bias of a favorable region of the “best” image. Herein, we present the open-source software, imaging criteria and workflow necessary to fully characterize an ensemble of SEM nanoparticle images. Such characterization is critical to nanoparticle biosensors, whose performance and characteristics are determined by the distribution of the underlying nanoparticle film."	[]	[{'term': 'Electron microscopy', 'uri': 'http://edamontology.org/topic_0611'}, {'term': 'Bioengineering', 'uri': 'http://edamontology.org/topic_3398'}, {'term': 'Medical imaging', 'uri': 'http://edamontology.org/topic_3384'}, {'term': 'Light microscopy', 'uri': 'http://edamontology.org/topic_3385'}, {'term': 'Workflows', 'uri': 'http://edamontology.org/topic_0769'}]	[]	[]
waltz-db	an updated database containing structural information of experimentally determined amyloid-forming peptides | WALTZ-DB 2.0 is a database for characterizing short peptides for their amyloid fiber-forming capacities. The majority of the data comes from electron microscopy, FTIR and Thioflavin-T experiments done by the Switch lab. Apart from that class of data we also provide the amyloid annotation for several other short peptides found in current scientific research papers. Structural models of the potential amyloid cores are provided for every peptide entry.	[]	[{'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Electron microscopy', 'uri': 'http://edamontology.org/topic_0611'}]	[]	[]
vmd store	"VMD Plugin to Browse, Discover, and Install VMD Extensions.

In this page, you can find all the possible alternatives to install the VMD Store extension. 1. Install VMD Store through VMD Tk Console This installation process can be used ...

Biomolecular SIMulations Research Group"	[]	[{'term': 'Biomolecular simulation', 'uri': 'http://edamontology.org/topic_3892'}, {'term': 'Database management', 'uri': 'http://edamontology.org/topic_3489'}, {'term': 'Imaging', 'uri': 'http://edamontology.org/topic_3382'}]	[]	[]
visielse	"An innovative visualization R package to ensure behavioral raw data reliability and transparency.

Background In recent years, the scientific community encouraged the use of raw data graphs to improve the reliability and transparency of the results presented in papers. However, methods to visualize raw data are limited to one variable per graph and or only small samples. In behavioral science as in many other fields, multiple variables need to be plotted together to allow insights of the behavior or the process observations. In this paper, we present ViSiElse, an R-package offering a new approach in raw data visualization. Methods. ViSiElse was developed with the open-source software R to provide a solution for the complete visualization of the raw time data. Results. ViSiElse grants a global overview of a process by combining the visualization of multiple actions timestamps for all participants in a single graph. Individuals and or group behavior can easily be assessed"	[]	[{'term': 'Data visualisation', 'uri': 'http://edamontology.org/topic_0092'}]	[]	[]
viseago	a Bioconductor package for clustering biological functions using Gene Ontology and semantic similarity | The main objective of ViSEAGO package is to carry out a data mining of biological functions and establish links between genes involved in the study	[]	[{'term': 'Ontology and terminology', 'uri': 'http://edamontology.org/topic_0089'}, {'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}, {'term': 'Functional, regulatory and non-coding RNA', 'uri': 'http://edamontology.org/topic_0659'}]	[]	[]
vikngs	"A C ++ Variant Integration Kit for Next Generation Sequencing Association Analysis.

Documentation for VikNGS — VikNGS 0.0.1 documentation.

Free document hosting provided by Read the Docs"	[]	[{'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Genotype and phenotype', 'uri': 'http://edamontology.org/topic_0625'}, {'term': 'Bioinformatics', 'uri': 'http://edamontology.org/topic_0091'}]	[]	[]
unet++	"Redesigning Skip Connections to Exploit Multiscale Features in Image Segmentation.

Official Keras Implementation for UNet++ in IEEE Transactions on Medical Imaging and DLMIA 2018.

UNet++: A Nested U-Net Architecture for Medical Image Segmentation.

UNet++ is a new general purpose image segmentation architecture for more accurate image segmentation. UNet++ consists of U-Nets of varying depths whose decoders are densely connected at the same resolution via the redesigned skip pathways, which aim to address two key challenges of the U-Net: 1) unknown depth of the optimal architecture and 2) the unnecessarily restrictive design of skip connections"	[]	[{'term': 'Medical imaging', 'uri': 'http://edamontology.org/topic_3384'}, {'term': 'MRI', 'uri': 'http://edamontology.org/topic_3444'}, {'term': 'Tomography', 'uri': 'http://edamontology.org/topic_3452'}, {'term': 'Electron microscopy', 'uri': 'http://edamontology.org/topic_0611'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}]	[]	[]
tramway	"Mapping spatio-temporal dynamics of single biomolecules in living cells.

TRamWAy helps analyzing single molecule dynamics. It infers the diffusivity, drift, force and potential energy across space and time"	[]	[{'term': 'Molecular biology', 'uri': 'http://edamontology.org/topic_3047'}, {'term': 'Cell biology', 'uri': 'http://edamontology.org/topic_2229'}, {'term': 'Mapping', 'uri': 'http://edamontology.org/topic_0102'}]	[]	[]
fromage	A Library for the Study of Molecular Crystal Excited States at the Aggregate Scale | Framework for Molecular Aggregate Excitation | fromage (FRamewOrk for Molecular AGgregate Excitations) is a Python framework designed to facilitate the study of molecular aggregates in the excited state. It contains utilities for geometry manipulation going from periodic to finite models, exciton analysis and ONIOM calculations	['Library']	[{'term': 'Environmental science', 'uri': 'http://edamontology.org/topic_3855'}, {'term': 'Chemistry', 'uri': 'http://edamontology.org/topic_3314'}, {'term': 'Computer science', 'uri': 'http://edamontology.org/topic_3316'}]	[]	[]
fox insight	Fox Insight Collects Online, Longitudinal Patient-Reported Outcomes and Genetic Data on Parkinson's Disease | Fox DEN provides investigators with a tool to explore, download and apply statistical models on aggregated data collected for the Fox Insight online clinical study. The Fox Insight study collects patient-reported outcomes and genetic data from people with Parkinson's disease and their loved ones	['Web application']	[{'term': 'DNA polymorphism', 'uri': 'http://edamontology.org/topic_2885'}, {'term': 'Geriatric medicine', 'uri': 'http://edamontology.org/topic_3399'}, {'term': 'Pathology', 'uri': 'http://edamontology.org/topic_0634'}]	[]	[]
mviam	Multi-view based integrative analysis of gene expression data for identifying biomarkers | This repository provides some codes for this paper | The widespread applications in microarray technology have produced the vast quantity of publicly available gene expression datasets | If you are interested in it but have doubts about the content, please feel free to contact me | Communication: yangziyi091100@163.com	['Command-line tool']	[{'term': 'Microarray experiment', 'uri': 'http://edamontology.org/topic_3518'}, {'term': 'Biomarkers', 'uri': 'http://edamontology.org/topic_3360'}, {'term': 'Statistics and probability', 'uri': 'http://edamontology.org/topic_2269'}]	[]	[]
mulims-mcompas	"A Novel Multiplatform Framework to Compute Tensor Algebra-Based Three-Dimensional Protein Descriptors.

MuLiMs-MCoMPAs software is for the calculation of 3D bio macromolecular (protein and peptide) descriptors based on the two-linear and three-linear algebraic.

…methods and tools for Chem-Bio-Med-Informatic Studies.

MuLiMs-MCoMPAs software is for the calculation of 3D bio macromolecular (protein and peptide) descriptors based on the two-linear and three-linear algebraic forms"	['Command-line tool', 'Desktop application']	[{'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Protein folds and structural domains', 'uri': 'http://edamontology.org/topic_0736'}, {'term': 'Chemistry', 'uri': 'http://edamontology.org/topic_3314'}]	[]	[]
mps-db	Applications of the Microphysiology Systems Database for Experimental ADME-Tox and Disease Models | The MPS-Db aggregates MPS data with linked preclinical and clinical databases for analysis in the context of human exposure. Built in tools enable the assessment of the reproducibility and transferability of MPS models, while computational models are being developed to enhance the value of MPS models for understanding disease mechanisms, compound toxicity, and prediction of drug pharmacokinetics (PK)	['Web application']	[{'term': 'Drug metabolism', 'uri': 'http://edamontology.org/topic_3375'}, {'term': 'Preclinical and clinical studies', 'uri': 'http://edamontology.org/topic_3379'}, {'term': 'Drug discovery', 'uri': 'http://edamontology.org/topic_3336'}]	[]	[]
mitre	"Inferring features from microbiota time-series data linked to host status | The Microbiome Interpretable Temporal Rule Engine | Input code and results from simulations supporting the MITRE paper | Supporting files for the Microbiome Interpretable Temporal Rule Engine manuscript | MITRE learns predictive models of patient outcomes from microbiome time-series data in the form of short lists of interpretable rules | This repository includes the configuration files used to set up simulations for the MITRE manuscript, and results from those simulations, with a few useful auxiliary files | MITRE will load data from Bokulich, N. A., et al., ""Antibiotics, birth mode, and diet shape microbiome maturation during early life."" Science Translational Medicine 8(343): 343ra82, which is packaged with MITRE"	['Command-line tool']	[{'term': 'Microbial ecology', 'uri': 'http://edamontology.org/topic_3697'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Phylogeny', 'uri': 'http://edamontology.org/topic_0084'}]	[]	[]
evidenceaggregateddriverranking	Identifying and ranking potential driver genes of Alzheimer's disease using multiview evidence aggregation | Ranking methodology of potential Driver genes using multi-view feature sets	[]	[{'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}, {'term': 'Pathology', 'uri': 'http://edamontology.org/topic_0634'}, {'term': 'GWAS study', 'uri': 'http://edamontology.org/topic_3517'}]	[]	[]
meta-iavp	"A Sequence-Based Meta-Predictor for Improving the Prediction of Antiviral Peptides Using Effective Feature Representation.

In spite of the large-scale production and widespread distribution of vaccines and antiviral drugs, viruses remain a prominent human disease. Recently, the discovery of antiviral peptides (AVPs) has become an influential antiviral agent due to their extraordinary advantages. With the avalanche of newly-found peptide sequences in the post-genomic era, there is a great demand to develop a sequence-based predictor for timely identifying AVPs as this information is very useful for both basic research and drug development. In this study, we propose a novel sequence-based meta-predictor with an effective feature representation, called Meta-iAVP, for the accurate prediction of AVPs from given peptide sequences. Herein, the effective feature representation was extracted from a set of prediction scores derived from various machine learning algorithms and types of features"	['Web application']	[{'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Drug development', 'uri': 'http://edamontology.org/topic_3373'}, {'term': 'Imaging', 'uri': 'http://edamontology.org/topic_3382'}, {'term': 'Preclinical and clinical studies', 'uri': 'http://edamontology.org/topic_3379'}]	[]	[]
md-lovis	"When global and local molecular descriptors are more than the sum of its parts.

MD-LOVIs (acronym for Molecular Descriptors from LOcal Vertex Invariants and Related Maps) is a multi-platform software developed in the Java programming.

…methods and tools for Chem-Bio-Med-Informatic Studies.

MD-LOVIs (acronym for Molecular Descriptors from LOcal Vertex Invariants and Related Maps) is a multi-platform software developed in the Java programming language"	['Command-line tool']	[{'term': 'Software engineering', 'uri': 'http://edamontology.org/topic_3372'}, {'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Literature and language', 'uri': 'http://edamontology.org/topic_3068'}]	[]	[]
lotus	"A single- and multitask machine learning algorithm for the prediction of cancer driver genes.

LOTUS is an algorithm for cancer driver gene prediction. This page provides in particular codes to reproduce simulation results.

We propose a new computational method called LOTUS to predict new driver genes. LOTUS is a machine-learning based approach which allows to integrate various types of data in a versatile manner, including information about gene mutations and protein-protein interactions. In addition, LOTUS can predict cancer driver genes in a pan-cancer setting as well as for specific cancer types, using a multitask learning strategy to share information across cancer types"	['Command-line tool']	[{'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Oncology', 'uri': 'http://edamontology.org/topic_2640'}, {'term': 'Genetic variation', 'uri': 'http://edamontology.org/topic_0199'}, {'term': 'Protein interactions', 'uri': 'http://edamontology.org/topic_0128'}, {'term': 'Biomarkers', 'uri': 'http://edamontology.org/topic_3360'}]	[]	[]
lionessr	"Single sample network inference in R.

Single sample network reconstruction in R.

LIONESS, or Linear Interpolation to Obtain Network Estimates for Single Samples, can be used to reconstruct single-sample networks (http: arxiv.org pdf 1505.06440.pdf).

Modeling networks for individual samples using LIONESS.

LIONESS, or Linear Interpolation to Obtain Network Estimates for Single Samples, can be used to reconstruct single-sample networks (https: arxiv.org abs 1505.06440)"	['Library']	[{'term': 'Personalised medicine', 'uri': 'http://edamontology.org/topic_3577'}, {'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}, {'term': 'Oncology', 'uri': 'http://edamontology.org/topic_2640'}, {'term': 'Gene regulation', 'uri': 'http://edamontology.org/topic_0204'}, {'term': 'Immunoproteins and antigens', 'uri': 'http://edamontology.org/topic_2830'}]	[]	[]
dnemo	"A tool for quantification of mRNA and punctate structures in time-lapse images of single cells.
ABSTRACT Many biological processes are regulated by single molecules and molecular assemblies within cells that are visible by microscopy as punctate features, often diffraction limited. Here we present detecting-NEMO (dNEMO), a computational tool optimized for accurate and rapid measurement of fluorescent puncta in fixed-cell and time-lapse images. The spot detection algorithm uses the à trous wavelet transform, a computationally inexpensive method that is robust to imaging noise. By combining automated with manual spot curation in the user interface, fluorescent puncta can be carefully selected and measured against their local background to extract high quality single-cell data. Integrated into the workflow are segmentation and spot-inspection tools that enable almost real-time interaction with images without time consuming pre-processing steps."	[]	[{'term': 'Imaging', 'uri': 'http://edamontology.org/topic_3382'}, {'term': 'Gene transcripts', 'uri': 'http://edamontology.org/topic_3512'}, {'term': 'Cell biology', 'uri': 'http://edamontology.org/topic_2229'}]	[]	[]
solart	SOLart is a fast and accurate method for predicting the protein solubility of a target protein whose experimental or modeled structure is available. It yields a scaled solubility score with values close to zero indicating aggregate-prone proteins, while values close to 130 designate soluble proteins.	[]	[{'term': 'Protein folding, stability and design', 'uri': 'http://edamontology.org/topic_0130'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}]	[]	[]
intomics	Tool for integrating secretomics and transcriptomics data in order to uncover paracrine cell crosstalk mechanisms.	['Command-line tool']	[{'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}]	[{'data': {'term': 'protein name', 'uri': 'http://edamontology.org/data_1009'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'protein name', 'uri': 'http://edamontology.org/data_1009'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
datview	"A graphical user interface for visualizing and querying large data sets in serial femtosecond crystallography.
DatView displays plots of tabular data and syncs selections across plots. It was initially developed for serial crystallography data analysis with CrystFEL output files and includes a frame viewer for displaying 1D and 2D data from HDF5/CXI files."	[]	[{'term': 'X-ray diffraction', 'uri': 'http://edamontology.org/topic_2828'}, {'term': 'RNA immunoprecipitation', 'uri': 'http://edamontology.org/topic_3794'}]	[]	[]
cytonorm	A Normalization Algorithm for Cytometry Data. A R library to normalize cytometry data.	['Library']	[{'term': 'Cytometry', 'uri': 'http://edamontology.org/topic_3934'}]	[]	[]
cut and runtools	A flexible pipeline for CUT&RUN processing and footprint analysis | We introduce CUT&RUNTools as a flexible, general pipeline for facilitating the identification of chromatin-associated protein binding and genomic footprinting analysis from antibody-targeted CUT&RUN primary cleavage data. CUT&RUNTools extracts endonuclease cut site information from sequences of short-read fragments and produces single-locus binding estimates, aggregate motif footprints, and informative visualizations to support the high-resolution mapping capability of CUT&RUN. CUT&RUNTools is available at https: bitbucket.org qzhudfci cutruntools	['Workflow']	[{'term': 'Protein binding sites', 'uri': 'http://edamontology.org/topic_3534'}, {'term': 'ChIP-seq', 'uri': 'http://edamontology.org/topic_3169'}, {'term': 'Mapping', 'uri': 'http://edamontology.org/topic_0102'}]	[]	[]
scatac-pro	"a comprehensive workbench for single-cell chromatin accessibility sequencing data.

single cell ATAC-seq processing pipeline.

scATAC-pro incorporates two main steps, preprocessing and downstream analysis. The preprocessing step takes raw fastq files as input and outputs peak-by-cell count matrix. It consists of demultiplexing, adaptor trimming, mapping, peak calling, cell calling, signal generating and quality controlling modules. The downstream analysis is comprised of dimension reduction, cell clustering, differential accessibility analysis, TF motif enrichment analysis and footprinting analysis. We provide flexible options for most of the modules.

A comprehensive pipeline for single cell ATAC-seq data processing and analysis"	[]	[{'term': 'Epigenomics', 'uri': 'http://edamontology.org/topic_3173'}, {'term': 'Transcription factors and regulatory sites', 'uri': 'http://edamontology.org/topic_0749'}, {'term': 'Workflows', 'uri': 'http://edamontology.org/topic_0769'}, {'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}]	[]	[]
same-clustering	"Single-cell Aggregated Clustering via Mixture Model Ensemble.

SAME (Single-cell RNA-seq Aggregated clustering via Mixture model Ensemble): Cluster ensemble for single-cell RNA-seq data.

SAMEclustering (Single-cell RNA-seq Aggregated clustering via Mixture model Ensemble): Cluster ensemble for single-cell RNA-seq data.

Although several methods have been recently developed to cluster single-cell RNA-seq (scRNA-Seq) data, they utilize different characteristics of data and yield varying results in terms of both the number of clusters and actual cluster assignments"	[]	[{'term': 'RNA-Seq', 'uri': 'http://edamontology.org/topic_3170'}, {'term': 'Transcriptomics', 'uri': 'http://edamontology.org/topic_3308'}, {'term': 'RNA', 'uri': 'http://edamontology.org/topic_0099'}]	[]	[]
