name	description	type	topic	input	output
wheatis	"This project aims at building an International Wheat Information System (WheatIS) to support the wheat research community. The main objective is to provide a single-access web based system to access to the available data resources and bioinformatics tools. The web portal indexes and makes findable any kind of data from wheat related species. 
The WheatIS search is an implementation of DataDiscovery."	['Web API', 'Web application', 'Web service', 'Database portal']	[{'term': 'Plant biology', 'uri': 'http://edamontology.org/topic_0780'}, {'term': 'Ecology', 'uri': 'http://edamontology.org/topic_0610'}, {'term': 'Biological databases', 'uri': 'http://edamontology.org/topic_3071'}, {'term': 'Bioinformatics', 'uri': 'http://edamontology.org/topic_0091'}, {'term': 'Agricultural science', 'uri': 'http://edamontology.org/topic_3810'}]	[{'data': {'term': 'ontology data', 'uri': 'http://edamontology.org/data_2353'}}]	[{'data': {'term': 'ontology data', 'uri': 'http://edamontology.org/data_2353'}}]
rsat retrieve-ensembl-seq	"Returns upstream, downstream, intronic, exonic, UTR, transcript, mRNA, CDS or gene sequences for a list of genes from the EnsEMBL database.
Multi-genome queries are supported: automatic retrieval of sequences for all the orthologs of the query genes, at a given taxonomical level."	['Command-line tool', 'Web application', 'Web service']	[{'term': 'Gene regulation', 'uri': 'http://edamontology.org/topic_0204'}, {'term': 'Nucleic acid sites, features and motifs', 'uri': 'http://edamontology.org/topic_3511'}, {'term': 'Transcription factors and regulatory sites', 'uri': 'http://edamontology.org/topic_0749'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
rsat retrieve-ensembl-seq	"Returns upstream, downstream, intronic, exonic, UTR, transcript, mRNA, CDS or gene sequences for a list of genes from the EnsEMBL database.
Multi-genome queries are supported: automatic retrieval of sequences for all the orthologs of the query genes, at a given taxonomical level."	['Command-line tool', 'Web application', 'Web service']	[{'term': 'Gene regulation', 'uri': 'http://edamontology.org/topic_0204'}, {'term': 'Nucleic acid sites, features and motifs', 'uri': 'http://edamontology.org/topic_3511'}, {'term': 'Transcription factors and regulatory sites', 'uri': 'http://edamontology.org/topic_0749'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
genetic and genomic information system (gnpis)	A multispecies integrative information system dedicated to plant and fungi pests. It bridges genetic and genomic data, allowing researchers access to both genetic information and genomic data for species of agronomical interest. It is used by both large international projects and plant science departments at the French National Institute for Agricultural Research.	['Web application', 'Database portal']	[{'term': 'Genomics', 'uri': 'http://edamontology.org/topic_0622'}, {'term': 'Plant biology', 'uri': 'http://edamontology.org/topic_0780'}, {'term': 'Genetics', 'uri': 'http://edamontology.org/topic_3053'}]	[]	[]
complex portal	The Complex Portal is a manually curated, encyclopaedic resource of macromolecular complexes from a number of key model organisms. The majority of complexes are made up of proteins but may also include nucleic acids or small molecules. All data is freely available for search and download.	['Web application', 'Web service', 'Database portal']	[{'term': 'Protein interactions', 'uri': 'http://edamontology.org/topic_0128'}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
uniprot.ws	A collection of functions for retrieving, processing and repackaging the UniProt web services.	['Command-line tool', 'Library']	[]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
wikipathways	WikiPathways is a database of biological pathways maintained by and for the scientific community.	['Web API', 'Web application', 'Database portal', 'Web service']	[{'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}, {'term': 'Rare diseases', 'uri': 'http://edamontology.org/topic_3325'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]
diversityexsiccatae	DiversityExsiccatae (DWB-DE) is an application of Diversity Workbench (DWB). It might be installed as part of a DWB environment, but also as a stand-alone application, e. g., in a local installation. Each DWB module is devoted to a specific data domain. DE is currently used in a core installation at the SNSB, Botanische Staatssammlung München to manage bibliographic information and standardized abbreviations of botanical and mycological exsiccatae in a global index. Exsiccatae are series of specimen collections which are distributed as a publication together with assigned printed matters. They are usually available in multiple copies worldwide. This standard list for Exsiccatal series with unique and stable series identifers is increasing the efficiency of the digitization of botanical and mycological collections.	['Database portal', 'Desktop application', 'Web service']	[{'term': 'Biology', 'uri': 'http://edamontology.org/topic_3070'}, {'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}, {'term': 'Literature and language', 'uri': 'http://edamontology.org/topic_3068'}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
diversityexsiccatae	DiversityExsiccatae (DWB-DE) is an application of Diversity Workbench (DWB). It might be installed as part of a DWB environment, but also as a stand-alone application, e. g., in a local installation. Each DWB module is devoted to a specific data domain. DE is currently used in a core installation at the SNSB, Botanische Staatssammlung München to manage bibliographic information and standardized abbreviations of botanical and mycological exsiccatae in a global index. Exsiccatae are series of specimen collections which are distributed as a publication together with assigned printed matters. They are usually available in multiple copies worldwide. This standard list for Exsiccatal series with unique and stable series identifers is increasing the efficiency of the digitization of botanical and mycological collections.	['Database portal', 'Desktop application', 'Web service']	[{'term': 'Biology', 'uri': 'http://edamontology.org/topic_3070'}, {'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}, {'term': 'Literature and language', 'uri': 'http://edamontology.org/topic_3068'}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
diversityprojects	DiversityProjects (DWB-DP) is an application of Diversity Workbench (DWB). It might be installed as part of a DWB environment, but also as a stand-alone application, e. g., in a local installation. Each DWB module is devoted to a specific data domain. DP is focused on the management of (research) projects,  data collections, processed by the other DWB modules. It is managing metadata , labels, descriptors, and descriptions of projects, including data package-specific settings for a metadata standard-compliant publication. DP is organising the storage of (legal) documents, permits, information on publications  and multimedia resources. DP is handling roles of persons and organisations involved in collection and research projects. The tool is organising project classification and hierarchy in relation to sister and umbrella projects as well as the storage of each type of stable identifier related to data packages. DP is managing issues on web presentation of data collections.	['Web service', 'Desktop application']	[{'term': 'Biology', 'uri': 'http://edamontology.org/topic_3070'}, {'term': 'Experimental design and studies', 'uri': 'http://edamontology.org/topic_3678'}, {'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
diversityprojects	DiversityProjects (DWB-DP) is an application of Diversity Workbench (DWB). It might be installed as part of a DWB environment, but also as a stand-alone application, e. g., in a local installation. Each DWB module is devoted to a specific data domain. DP is focused on the management of (research) projects,  data collections, processed by the other DWB modules. It is managing metadata , labels, descriptors, and descriptions of projects, including data package-specific settings for a metadata standard-compliant publication. DP is organising the storage of (legal) documents, permits, information on publications  and multimedia resources. DP is handling roles of persons and organisations involved in collection and research projects. The tool is organising project classification and hierarchy in relation to sister and umbrella projects as well as the storage of each type of stable identifier related to data packages. DP is managing issues on web presentation of data collections.	['Web service', 'Desktop application']	[{'term': 'Biology', 'uri': 'http://edamontology.org/topic_3070'}, {'term': 'Experimental design and studies', 'uri': 'http://edamontology.org/topic_3678'}, {'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
diversityimageinspector	The DiversityImageInspector (DWB-DII) is a stand-alone application of Diversity Workbench (DWB). It might be installed as an independent tool. The DII is designed to scan a bulk of images for included barcodes and relevant EXIF metadata (e.g., GPS coordinates, date, time) and returns the results in a table. The table can be saved as text file (CSV) along with the corresponding image file names. DII is able to rename the multimedia input files by adding a prefix to the file name to fit, e. g., the naming convention of an image data repository. This feature might be used to organize the multimedia file storage, e. g. on a web server. DII combines the functions of two freeware tools: (a) ExifTool, to extract the search tags from the metadata of an image and (b) ZBar bar code reader, to find barcodes within a picture. The latter software supports barcodes of the following types: EAN-13/UPC-A, UPC-E, EAN-8, Code 128, Code 39, Interleaved 2 of 5 and QR Code.	['Desktop application']	[{'term': 'Biology', 'uri': 'http://edamontology.org/topic_3070'}, {'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
diversityagents	DiversityAgents (DWB-DA) is an application of Diversity Workbench (DWB). It might be installed as part of a DWB environment, but also as a stand-alone application, e. g., in a local installation. Each DWB module is devoted to a specific data domain. DA is focused on the management of agents, that means persons and organisations. In this context it is designed to manage names (variant names, different names, academic degrees, standardized abbreviations etc.), bibliographic data,  postal addresses, agent relation to projects, resources like images and documents and additional agent-related data including agent IDs and the hierarchy of person-related data.	['Desktop application']	[{'term': 'Biology', 'uri': 'http://edamontology.org/topic_3070'}, {'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'text data', 'uri': 'http://edamontology.org/data_2526'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
pathwaycommons web service api	Pathway Commons integrates a number of pathway and molecular interaction databases supporting BioPAX and PSI-MI formats into one large BioPAX model, which can be queried using our web API (documented below). This API can be used by computational biologists to download custom subsets of pathway data for analysis, or can be used to incorporate powerful biological pathway and network information retrieval and query functionality into websites and software.	['Web API', 'Web service']	[{'term': 'Computational biology', 'uri': 'http://edamontology.org/topic_3307'}, {'term': 'Systems biology', 'uri': 'http://edamontology.org/topic_2259'}]	[{'data': {'term': 'uri', 'uri': 'http://edamontology.org/data_1047'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'uri', 'uri': 'http://edamontology.org/data_1047'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
bacdiver: a programmatic interface for bacdive	The DSMZ's Bacterial Diversity Metadatabase (BacDive) focuses on providing organism-linked information covering the multifarious aspects of bacterial biodiversity: taxonomic classification, morphology, physiology, cultivation, origin natural habitat and more, both for bacterial and archaeal strains. BacDiveR helps you investigate this data offline, and semi-automatically in R.	['Script', 'Command-line tool', 'Library', 'Plug-in', 'Web service']	[{'term': 'Microbiology', 'uri': 'http://edamontology.org/topic_3301'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]
bacdiver: a programmatic interface for bacdive	The DSMZ's Bacterial Diversity Metadatabase (BacDive) focuses on providing organism-linked information covering the multifarious aspects of bacterial biodiversity: taxonomic classification, morphology, physiology, cultivation, origin natural habitat and more, both for bacterial and archaeal strains. BacDiveR helps you investigate this data offline, and semi-automatically in R.	['Script', 'Command-line tool', 'Library', 'Plug-in', 'Web service']	[{'term': 'Microbiology', 'uri': 'http://edamontology.org/topic_3301'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]
imgt mab-db	"IMGT/mAb-DB is the IMGT® database for monoclonal antibodies (mAb) or immunoglobulins (IG), fusion proteins for immune applications (FPIA) and composite proteins for clinical applications (CPCA).
IMGT/mAb-DB provides links to IMGT/2Dstructure-DB and IMGT/3Dstructure-DB."	['Database portal']	[{'term': 'Immunology', 'uri': 'http://edamontology.org/topic_0804'}, {'term': 'Allergy, clinical immunology and immunotherapeutics', 'uri': 'http://edamontology.org/topic_3400'}, {'term': 'Immunoinformatics', 'uri': 'http://edamontology.org/topic_3948'}, {'term': 'Immunogenetics', 'uri': 'http://edamontology.org/topic_3930'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
imgt ligm-db	"IMGT/LIGM-DB is the IMGT® database for nucleotide sequences with translation of immunoglobulins (IG) and T cell receptors (TR).
Annotation is based on the IMGT-ONTOLOGY concepts."	['Web application', 'Database portal']	[{'term': 'Immunology', 'uri': 'http://edamontology.org/topic_0804'}, {'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}, {'term': 'Sequence sites, features and motifs', 'uri': 'http://edamontology.org/topic_0160'}, {'term': 'Immunoinformatics', 'uri': 'http://edamontology.org/topic_3948'}, {'term': 'Immunogenetics', 'uri': 'http://edamontology.org/topic_3930'}]	[{'data': {'term': 'ontology concept', 'uri': 'http://edamontology.org/data_2858'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'ontology concept', 'uri': 'http://edamontology.org/data_2858'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
imgt genefrequency	"IMGT/GeneFrequency is the IMGT® tool providing the frequency usage of immunoglobulin (IG) and T cell receptor (TR) variable (V), diversity (D) and joining (J) genes in Homo sapiens and Mus musculus rearranged sequences from IMGT/LIGM-DB.
Analysis is based on the IMGT-ONTOLOGY concepts."	['Web application']	[{'term': 'Genetics', 'uri': 'http://edamontology.org/topic_3053'}, {'term': 'Immunology', 'uri': 'http://edamontology.org/topic_0804'}, {'term': 'Immunoinformatics', 'uri': 'http://edamontology.org/topic_3948'}, {'term': 'Immunogenetics', 'uri': 'http://edamontology.org/topic_3930'}]	[{'data': {'term': 'keyword', 'uri': 'http://edamontology.org/data_0968'}, 'format': {'term': 'gene expression report format', 'uri': 'http://edamontology.org/format_2058'}}]	[{'data': {'term': 'keyword', 'uri': 'http://edamontology.org/data_0968'}, 'format': {'term': 'gene expression report format', 'uri': 'http://edamontology.org/format_2058'}}]
imgt gene-db	"IMGT/GENE-DB is the IMGT® database for immunoglobulin (IG) and T cell receptor (TR) genes and alleles (international nomenclature).
Annotation is based on the IMGT-ONTOLOGY concepts."	['Web application', 'Database portal']	[{'term': 'Immunology', 'uri': 'http://edamontology.org/topic_0804'}, {'term': 'Immunogenetics', 'uri': 'http://edamontology.org/topic_3930'}, {'term': 'Immunoinformatics', 'uri': 'http://edamontology.org/topic_3948'}]	[{'data': {'term': 'gene name', 'uri': 'http://edamontology.org/data_2299'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'gene name', 'uri': 'http://edamontology.org/data_2299'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
imgt domaindisplay	"IMGT/DomainDisplay is the IMGT® tool for the display of the amino acid sequences of the variable (V), constant (C) and groove (G) domains.
Analysis is based on the IMGT-ONTOLOGY concepts."	['Web application']	[{'term': 'Immunology', 'uri': 'http://edamontology.org/topic_0804'}, {'term': 'Protein sites, features and motifs', 'uri': 'http://edamontology.org/topic_3510'}, {'term': 'Immunoinformatics', 'uri': 'http://edamontology.org/topic_3948'}, {'term': 'Immunogenetics', 'uri': 'http://edamontology.org/topic_3930'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}, 'format': {'term': 'textual format', 'uri': 'http://edamontology.org/format_2330'}}]
