name	description	type	topic	input	output
ensembl genomes plants id history converter	Convert a set of Ensembl IDs from a previous release into their current equivalents.	['Web application']	[{'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}]	[{'data': {'term': 'ensembl id', 'uri': 'http://edamontology.org/data_2610'}}]	[{'data': {'term': 'ensembl id', 'uri': 'http://edamontology.org/data_2610'}}]
ensembl genomes protists id history converter	Convert a set of Ensembl IDs from a previous release into their current equivalents.	['Web application']	[{'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}]	[{'data': {'term': 'ensembl id', 'uri': 'http://edamontology.org/data_2610'}}]	[{'data': {'term': 'ensembl id', 'uri': 'http://edamontology.org/data_2610'}}]
zooma	ZOOMA 2 is a search engine for automatic curation and a repository of annotation knowledge. It facilitates automated data annotation against a variety of ontologies by exploring context and previous annotation efforts as well as lexical matching	['Web application']	[{'term': 'Ontology and terminology', 'uri': 'http://edamontology.org/topic_0089'}, {'term': 'Systems biology', 'uri': 'http://edamontology.org/topic_2259'}, {'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}]	[{'data': {'term': 'keyword', 'uri': 'http://edamontology.org/data_0968'}}]	[{'data': {'term': 'keyword', 'uri': 'http://edamontology.org/data_0968'}}]
bed	Biological Entity Dictionary. Get and explore mapping between identifiers of biological entities. It provides a way to connect to a BED Neo4j database in which the relationships between the identifiers from different sources are recorded.	['Library']	[{'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}]	[]	[]
webikey	WEBiKEY enables researchers to easily develop their own Web-based interactive keys for any group of species with fewer resources.	['Web API']	[{'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}, {'term': 'Taxonomy', 'uri': 'http://edamontology.org/topic_0637'}, {'term': 'Plant biology', 'uri': 'http://edamontology.org/topic_0780'}]	[]	[]
nmff	The theory and methods behind NMFF are based on searching along a few lowest frequency normal mode vectors, constructed from a multi-resolution elastic network representation of the atomic structure of interest, to maximize the correlation between the computed electron density for the flexible model and the experimental density.	['Command-line tool']	[{'term': 'Tomography', 'uri': 'http://edamontology.org/topic_3452'}, {'term': 'Imaging', 'uri': 'http://edamontology.org/topic_3382'}, {'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}]	[]	[]
picr	Protein Identifier Cross Reference service to map proteins by identifiers and sequence.	['Web application']	[{'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}, {'term': 'Data management', 'uri': 'http://edamontology.org/topic_3071'}]	[{'data': {'term': 'protein sequence', 'uri': 'http://edamontology.org/data_2976'}}]	[{'data': {'term': 'protein sequence', 'uri': 'http://edamontology.org/data_2976'}}]
uniprot id mapping	Maps identifiers to or from UniProtKB.	['Web application']	[{'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}]	[]	[]
barcode generator	The program generates barcodes for sequences suitable for Illumina sequencing.	['Command-line tool']	[{'term': 'Sequence composition, complexity and repeats', 'uri': 'http://edamontology.org/topic_0157'}, {'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}]	[]	[]
orcid api	ORCID provides a persistent digital identifier that distinguishes you from every other researcher and, through integration in key research workflows such as manuscript and grant submission, supports automated linkages between you and your professional activities ensuring that your work is recognized.	['Web API']	[{'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]	[{'data': {'term': 'identifier', 'uri': 'http://edamontology.org/data_0842'}}]
id history converter	Convert a set of Ensembl IDs from a previous release into their current equivalents.	['Web application']	[{'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}]	[{'data': {'term': 'ensembl id', 'uri': 'http://edamontology.org/data_2610'}}]	[{'data': {'term': 'ensembl id', 'uri': 'http://edamontology.org/data_2610'}}]
simconcept	A hybrid approach by integrating a machine learning model  with a pattern identification strategy to identify individual mentions from a composite named entity.	['Command-line tool']	[{'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Data mining', 'uri': 'http://edamontology.org/topic_3473'}, {'term': 'Data identity and mapping', 'uri': 'http://edamontology.org/topic_3345'}]	[]	[]
